_lab_item,_lab_fragment,NaO,MgO,AlO,SiO,KO,CaO,FeO
s49,f3,0.504998409,0.261976624,0.13593207,0.843664817,0.092107399,0.381669587,0.12309486
s49,f3,0.49777854,0.257123182,0.144106885,0.816849836,0.09998851,0.357864806,0.118552426
s49,f3,0.504947912,0.253497834,0.130549867,0.820616001,0.098421107,0.357900595,0.120163736
s49,f4,0.49777854,0.258153735,0.124780386,0.810665308,0.096058298,0.354516638,0.113835597
s50,f1,0.503032751,0.263764136,0.116542414,0.855730319,0.096472238,0.397086952,0.003410147
s50,f1,0.504947912,0.268796686,0.12526798,0.856500823,0.102141109,0.398359665,0.004615662
s50,f1,0.50197749,0.265962489,0.113574076,0.856415177,0.096520486,0.398798102,0.003412193
s50,f2,0.500073596,0.268689189,0.12624889,0.895475873,0.104079526,0.426688944,0.003480428
s50,f2,0.505705902,0.271281026,0.122689317,0.883114867,0.087518945,0.415821166,0.004676057
s50,f2,0.507073153,0.267215455,0.123181057,0.868141985,0.084610238,0.405960262,0.003434788
s50,f3,0.509156421,0.273952649,0.126047054,0.88887381,0.094306987,0.420210291,0.003474864
s50,f3,0.504392774,0.267162017,0.118268242,0.883910028,0.097900855,0.416778656,0.004676525
s50,f3,0.503838247,0.26941563,0.118576139,0.888340645,0.103747004,0.421304259,0.003469655
s50,f4,0.503435338,0.268581734,0.115798925,0.868663027,0.091117992,0.405716759,0.003432728
s50,f4,0.50017362,0.262029025,0.115405877,0.864849306,0.102304666,0.402282782,0.004622591
s50,f4,0.504695501,0.271145419,0.113120687,0.874939971,0.091455753,0.410245302,0.003445797
s51,f1,0.489975446,0.259499631,0.114303281,0.846199611,0.091960145,0.39871835,0.003388391
s51,f1,0.490367583,0.264900764,0.126223643,0.853849782,0.090373879,0.407424353,0.004600915
s51,f1,0.491545878,0.265431095,0.110217455,0.854704059,0.096327638,0.40600086,0.003405376
s51,f2,0.49391097,0.267215455,0.135823368,0.860019685,0.098677334,0.414948858,0.003421761
s51,f2,0.491447579,0.266894988,0.137133551,0.862258646,0.110825321,0.41374725,0.004626753
s51,f2,0.492529954,0.265324944,0.135646913,0.859331945,0.102181974,0.41032736,0.003416974
s51,f3,0.49435569,0.271498137,0.124232558,0.864071292,0.105895767,0.408934616,0.003424842
s51,f3,0.492086876,0.262396122,0.123131794,0.87014101,0.095169097,0.418867767,0.004638798
s51,f3,0.49302273,0.268098722,0.117996537,0.878798188,0.091648012,0.428956399,0.003452696
s51,f4,0.470622026,0.265218835,0.110008241,0.890653336,0.097568557,0.417989068,0.003449245
s51,f4,0.471611371,0.265962489,0.109887298,0.890297146,0.099360562,0.415197902,0.004655528
s51,f4,0.468087516,0.26577638,0.115048673,0.897448089,0.097773666,0.418825883,0.003456496
s52,f1,0.493960364,0.261322501,0.115336654,0.853081663,0.076957651,0.423077458,0.134485351
s52,f1,0.49297343,0.263421465,0.112488982,0.832102208,0.0760701,0.406122679,0.122578946
s52,f1,0.484712184,0.257328963,0.125167805,0.873978066,0.08021859,0.444058042,0.122346267
s52,f2,0.494504019,0.261610113,0.117138299,0.810017036,0.07269374,0.387554033,0.121286471
s52,f2,0.488165886,0.252082214,0.110814239,0.779657935,0.073940098,0.362982738,0.116460863
s52,f2,0.491300167,0.262369884,0.12329197,0.843749187,0.071154622,0.413003174,0.120500666
s52,f3,0.489828475,0.262579864,0.121784767,0.863466653,0.077327935,0.433700966,0.125984046
s52,f3,0.494405128,0.260097167,0.12624889,0.887097839,0.080903354,0.448700344,0.135633349
s52,f3,0.491988469,0.262606123,0.129444896,0.891455285,0.081178893,0.461072491,0.130811228
s52,f4,0.49297343,0.263553209,0.114945175,0.846030388,0.092476567,0.419161077,0.13151952
s52,f4,0.49302273,0.263711388,0.123242663,0.864071292,0.089090729,0.427714227,0.130041714
s52,f4,0.494998771,0.264688928,0.117408027,0.862776156,0.089072913,0.424306164,0.144684467
s53,f1,0.500924444,0.266308465,0.121577908,0.887186553,0.080669074,0.418198115,0.147297637
s53,f1,0.497181564,0.261924234,0.118540572,0.888518331,0.078081666,0.417696578,0.146080126
s53,f1,0.499923596,0.263685018,0.11732587,0.891990319,0.080846741,0.420000238,0.155361596
s53,f2,0.500924444,0.271688253,0.119194341,0.920351147,0.089358403,0.441799111,0.168267551
s53,f2,0.501024639,0.267964706,0.120778136,0.921548382,0.091620521,0.443880454,0.156781839
s53,f2,0.505301499,0.269065617,0.124805344,0.912196365,0.089028387,0.436485554,0.153954219
s53,f3,0.498675348,0.260227248,0.116019152,0.87153435,0.082372799,0.406163293,0.142516143
s53,f3,0.498475918,0.261793305,0.119983625,0.863812109,0.074459494,0.399396748,0.143087349
s53,f3,0.497579468,0.262160072,0.111013884,0.867794798,0.07720431,0.402081691,0.139777976
s53,f4,0.491300167,0.265563844,0.116204931,0.852143789,0.086000687,0.387709086,0.136190587
s53,f4,0.489975446,0.261950428,0.125543872,0.846453509,0.064984922,0.384004887,0.130719693
s53,f4,0.489387828,0.257534909,0.114589397,0.853593665,0.085906138,0.387011837,0.132363944
s54,f1,0.48987746,0.264688928,0.129898747,0.923300988,0.087256781,0.465008311,0.165629817
s54,f1,0.487141814,0.264028032,0.133707594,0.921824888,0.101896264,0.455754952,0.162122996
s54,f1,0.492825561,0.260696079,0.132947628,0.928578831,0.096327638,0.460243307,0.170026665
s54,f2,0.488898685,0.256660777,0.111883179,0.883291507,0.089617918,0.419161077,0.16462255
s54,f2,0.487580439,0.258825808,0.124493721,0.890564275,0.094203306,0.429514405,0.149583577
s54,f2,0.488556575,0.256763462,0.118682906,0.890831485,0.083184021,0.432574808,0.156202818
s54,f3,0.483066961,0.259318044,0.112928546,0.851462347,0.078858514,0.391997428,0.137078709
s54,f3,0.480657654,0.255968728,0.121821308,0.853081663,0.073844038,0.396729734,0.146387217
s54,f3,0.477925699,0.256558133,0.118564282,0.870576189,0.086648116,0.411683677,0.14081617
s54,f4,0.491152799,0.259863184,0.123427665,0.873890672,0.087030208,0.412342898,0.147194564
s54,f4,0.486265747,0.255968728,0.13111244,0.904294678,0.090745173,0.436267365,0.169636053
s54,f4,0.48782429,0.257637943,0.115579116,0.86744775,0.077119432,0.408199195,0.14081617
s55,f1,0.483501917,0.242294827,0.135227058,0.672872108,0.072403546,0.272422802,0.003114458
s55,f1,0.484130878,0.241810722,0.141720283,0.697188124,0.081691935,0.293816458,0.004257811
s55,f1,0.490661892,0.252410134,0.14130989,0.729642931,0.092513565,0.320491347,0.003207704
s55,f2,0.495741826,0.25645553,0.134916393,0.743638685,0.085708781,0.325400027,0.003229267
s55,f2,0.493565354,0.257200331,0.145657107,0.74931187,0.093396631,0.328407521,0.004376088
s55,f2,0.491988469,0.25410696,0.142259845,0.744308261,0.096568759,0.326116696,0.00322959
s55,f3,0.491890081,0.257226052,0.143273484,0.789149102,0.095169097,0.361497555,0.003300108
s55,f3,0.493713445,0.255508398,0.146665617,0.805654732,0.109306436,0.373215231,0.004499001
s55,f3,0.498775093,0.261061309,0.145409701,0.815054742,0.112985024,0.37851484,0.003348978
s55,f4,0.501927295,0.266921679,0.154772342,0.825719625,0.107582208,0.390979559,0.003373178
s55,f4,0.497231284,0.264054436,0.157331537,0.844593358,0.123588226,0.411724847,0.004604137
s55,f4,0.497430217,0.25843786,0.153723461,0.839121305,0.111447684,0.408199195,0.003394496
s56,f1,0.49728101,0.252586883,0.093452686,0.762769035,0.004378715,0.312672175,0.00324059
s56,f1,0.49509778,0.248652236,0.085323958,0.747590433,0.003214768,0.302038737,0.004343825
s56,f1,0.495989759,0.248453394,0.084280901,0.770974485,0.003250651,0.319084283,0.003250651
s56,f2,0.484760657,0.241255196,0.096067904,0.675298813,0.004198617,0.258179552,0.003106993
s56,f2,0.484809136,0.237758459,0.086405841,0.683861409,0.003116951,0.264477261,0.004211653
s56,f2,0.485536895,0.236856691,0.095016948,0.688114521,0.003124128,0.270035999,0.003124128
s56,f3,0.504140641,0.258799927,0.079994292,0.819304065,0.004512518,0.364255403,0.003339614
s56,f3,0.50182692,0.263605925,0.080846741,0.841894979,0.003375202,0.378666276,0.004561061
s56,f3,0.504594572,0.258696427,0.088425048,0.814973241,0.003331609,0.357185509,0.003331609
s56,f4,0.492529954,0.247709151,0.076268139,0.726294281,0.004302324,0.295023578,0.003184054
s56,f4,0.496833659,0.251151233,0.084517218,0.774064558,0.003259766,0.329855698,0.004405066
s56,f4,0.493417306,0.251956204,0.098815579,0.733667023,0.003195857,0.294228089,0.003195857
s57,f1,0.524715011,0.270387274,0.12842631,0.894938749,0.080604564,0.41411979,0.003580689
s57,f1,0.49519681,0.252258733,0.111302896,0.85001609,0.07096986,0.393253829,0.004580716
s57,f1,0.496485997,0.256763462,0.12997671,0.854789533,0.068296279,0.394159354,0.003400271
s57,f2,0.498226742,0.255840775,0.126375202,0.859589783,0.062150277,0.398798102,0.003409465
s57,f2,0.498575623,0.256096744,0.123526447,0.857014878,0.065343324,0.396571074,0.004601836
s57,f2,0.498326397,0.25658379,0.120464521,0.852911064,0.078992687,0.392939352,0.003397892
s57,f3,0.49782832,0.255227494,0.122236205,0.858043913,0.074095535,0.400757008,0.003408101
s57,f3,0.49777854,0.256071136,0.126488991,0.860880135,0.084062055,0.398558895,0.004611049
s57,f3,0.498824973,0.257328963,0.123872806,0.863207652,0.058747892,0.39943669,0.003414924
s57,f4,0.495246332,0.254462958,0.130445469,0.920259117,0.084289329,0.449508732,0.003518924
s57,f4,0.499324048,0.256481177,0.127504962,0.916768768,0.095397777,0.445169576,0.004749576
s57,f4,0.498824973,0.257071763,0.121116789,0.909827735,0.073270295,0.439331951,0.003499973
s58,f1,0.507732777,0.279375088,0.126110093,0.932487064,0.116787411,0.45662171,0.003557134
s58,f1,0.50489742,0.269334817,0.12470554,0.937254896,0.100690885,0.459967244,0.004809799
s58,f1,0.508647519,0.272886315,0.129898747,0.924317178,0.114646706,0.448296695,0.003541872
s58,f2,0.508596656,0.272531793,0.123070244,0.863639364,0.088966089,0.403168778,0.003431355
s58,f2,0.506921054,0.273213975,0.117138299,0.861913811,0.095016948,0.403652871,0.004631845
s58,f2,0.504392774,0.26968518,0.119839731,0.859246016,0.094827104,0.399237021,0.003420734
s58,f3,0.508189942,0.276456996,0.121444246,0.931555043,0.113335821,0.452847434,0.003553579
s58,f3,0.504544115,0.272968193,0.125368234,0.901315424,0.109799424,0.433397482,0.004723052
s58,f3,0.50829159,0.272804461,0.126995961,0.924409614,0.114612317,0.450093473,0.003540809
s58,f4,0.503183683,0.273569384,0.11681077,0.933700085,0.11681077,0.46329096,0.003557846
s58,f4,0.50328433,0.270793159,0.124356853,0.928671694,0.104277465,0.460335365,0.00479683
s58,f4,0.504191058,0.272259397,0.131086221,0.901315424,0.100922741,0.435613455,0.003499623
s59,f1,0.499823621,0.257792572,0.115961157,0.845438374,0.078874287,0.387825416,0.138290325
s59,f1,0.504645034,0.263764136,0.118706645,0.863121336,0.079738719,0.402121901,0.145598856
s59,f1,0.503939025,0.261348634,0.128593373,0.8663208,0.071869737,0.403088153,0.132509624
s59,f2,0.504544115,0.264927255,0.127466716,0.866927437,0.091273024,0.402846372,0.147076856
s59,f2,0.501525914,0.259447736,0.127619768,0.870837401,0.066059462,0.409876248,0.146123957
s59,f2,0.500674044,0.256532479,0.117560757,0.871098692,0.0799623,0.409261894,0.146007104
s59,f3,0.505655334,0.257431915,0.129276727,0.855131518,0.07941246,0.394751037,0.146109345
s59,f3,0.499523817,0.254284897,0.12640048,0.834602262,0.080830574,0.378893544,0.133948484
s59,f3,0.50252997,0.256840502,0.116484158,0.851632656,0.071354134,0.396571074,0.135294689
s59,f4,0.504342338,0.263474155,0.134485351,0.911102386,0.091218277,0.438848951,0.153877261
s59,f4,0.499074448,0.259577492,0.126135317,0.848911787,0.079103354,0.39290006,0.14101345
s59,f4,0.499324048,0.253396455,0.120356152,0.822587845,0.064389803,0.374598685,0.14019794
s60,f1,0.495940162,0.266814932,0.115880012,0.840380932,0.068105316,0.406285161,0.07371861
s60,f1,0.492234525,0.259421792,0.108337925,0.819795795,0.057584606,0.389185183,0.003347304
s60,f1,0.494800811,0.267375832,0.110184395,0.849506234,0.074014075,0.414824392,0.003404354
s60,f2,0.494998771,0.263790514,0.118564282,0.837696011,0.061698232,0.405838493,0.004572935
s60,f2,0.497181564,0.263474155,0.115961157,0.842990155,0.068153007,0.405716759,0.003393138
s60,f2,0.496833659,0.266788252,0.108337925,0.844677822,0.071111942,0.408444188,0.003396873
s60,f3,0.495840984,0.26834012,0.115255947,0.88302656,0.072483234,0.435178059,0.003462377
s60,f3,0.494949273,0.26708188,0.11950465,0.875815348,0.072287793,0.434265144,0.003453041
s60,f3,0.493762819,0.268904226,0.115048673,0.879413562,0.072352881,0.434134884,0.077801077
s60,f4,0.49346665,0.264318623,0.109843352,0.87537755,0.074877637,0.432618068,0.089295874
s60,f4,0.496535648,0.26439793,0.114211875,0.838869606,0.064958934,0.403370413,0.003385682
s60,f4,0.500924444,0.271579599,0.122126242,0.869619082,0.074892614,0.427970933,0.003444764
s63,f1,0.504039823,0.285189901,0.185073914,0.902848964,0.099420197,0.440916396,0.003514704
s63,f1,0.503586391,0.284876365,0.179783847,0.884352093,0.098460483,0.426433007,0.004703257
s63,f1,0.500974539,0.279151677,0.164985119,0.877393235,0.097998804,0.42328905,0.003464455
s63,f2,0.509614868,0.284819395,0.179388757,0.873890672,0.087413985,0.400917343,0.003456496
s63,f2,0.508494947,0.285789429,0.181463636,0.875990529,0.101713016,0.403773985,0.004678864
s63,f2,0.509360124,0.286848809,0.178012768,0.878710313,0.072512233,0.406366426,0.003463762
s63,f3,0.507225298,0.284790915,0.179981718,0.879853379,0.07259204,0.405311245,0.098096852
s63,f3,0.50763124,0.28254993,0.178619042,0.876428634,0.080387226,0.403289747,0.003458224
s63,f3,0.506515679,0.285389604,0.180938153,0.883114867,0.083100879,0.406122679,0.003469308
s63,f4,0.510635117,0.283427194,0.167830624,0.845353835,0.079158746,0.379158862,0.003405376
s63,f4,0.50479645,0.273925255,0.164952125,0.811801035,0.084644089,0.360811362,0.003346635
s64,f1,0.496734302,0.252915459,0.124195294,0.80605766,0.069404748,0.349518076,0.003315324
s64,f1,0.497479962,0.248354033,0.114063496,0.820862223,0.003337611,0.364328262,0.004509811
s64,f1,0.494998771,0.251000587,0.127046769,0.813507608,0.069585435,0.353737559,0.003323955
s64,f2,0.495741826,0.255304073,0.125080218,0.84324309,0.067772417,0.374748554,0.00337419
s64,f2,0.49519681,0.2591625,0.135674045,0.868923665,0.068652344,0.390354492,0.004618432
s64,f2,0.496138578,0.259240261,0.119540506,0.864244123,0.071432667,0.392154259,0.003412193
s64,f3,0.494751333,0.252334422,0.121104678,0.841642449,0.070686547,0.387127958,0.003376553
s64,f3,0.49460293,0.248701972,0.119767849,0.844340018,0.0707219,0.386122733,0.004565168
s64,f3,0.496188194,0.252258733,0.120440431,0.852740498,0.083684626,0.394672094,0.003397213
s64,f4,0.496237816,0.247857821,0.126362566,0.7642961,0.004381781,0.30881898,0.003242859
s64,f4,0.493614713,0.241086377,0.112545241,0.746693863,0.003212519,0.299961844,0.004341219
s64,f4,0.495494017,0.248304367,0.120416345,0.768741897,0.003248376,0.31342349,0.003248376
s65,f1,0.500523865,0.261688608,0.102642829,0.802599054,0.004485524,0.369945345,0.003319636
s65,f1,0.499873606,0.262107645,0.104048307,0.796920782,0.003312673,0.369169275,0.004476114
s65,f1,0.499523817,0.260149191,0.103467265,0.78529173,0.003293844,0.362728739,0.003293844
s65,f2,0.490858196,0.186318072,0.142630202,0.776545532,0.095799291,0.351586328,0.00326107
s65,f2,0.485100109,0.182245609,0.145380621,0.774993993,0.098993608,0.348959294,0.004397584
s65,f2,0.495593126,0.185129444,0.155937499,0.862603618,0.119839731,0.431322159,0.003420734
s65,f3,0.489241033,0.256250448,0.115509789,0.745201968,0.004352086,0.32384185,0.003220882
s65,f3,0.490563769,0.251352234,0.115209854,0.739190212,0.003212197,0.32126145,0.004340785
s65,f3,0.492136088,0.257148896,0.116775732,0.767282674,0.003255856,0.338950907,0.003255856
s65,f4,0.497430217,0.253726085,0.10638401,0.784271514,0.004441336,0.354977809,0.003286934
s65,f4,0.499923596,0.262055229,0.109229948,0.777866783,0.003281679,0.352501642,0.004434236
s65,f4,0.50328433,0.263342451,0.097412572,0.797399078,0.003315987,0.369834378,0.003315987
s66,f1,0.505352032,0.274748265,0.141762806,0.884705905,0.004700436,0.428184972,0.151026494
s66,f1,0.502379233,0.273678834,0.134324065,0.85239947,0.003414924,0.400036294,0.135551993
s66,f1,0.50328433,0.277926108,0.137917445,0.84814811,0.003413217,0.399556539,0.143747067
s66,f2,0.502379233,0.276733591,0.136517837,0.913748417,0.004779115,0.456484744,0.174313479
s66,f2,0.507478974,0.282380451,0.140619165,0.899964465,0.00351084,0.441843293,0.151313717
s66,f2,0.503787866,0.280972073,0.141437126,0.910920183,0.003531262,0.451355501,0.174994628
s66,f3,0.502580225,0.270549555,0.132020245,0.835687951,0.004577968,0.391488163,0.132020245
s66,f3,0.501576069,0.275683999,0.132854598,0.845861199,0.003409465,0.40147902,0.151253204
s66,f3,0.502379233,0.277537283,0.136054464,0.839205221,0.003396873,0.392507356,0.140759855
s66,f4,0.504544115,0.280046393,0.13896961,0.845353835,0.004607822,0.39736501,0.148050773
s66,f4,0.501124854,0.274336452,0.132218424,0.837779785,0.003392799,0.394159354,0.14174863
s66,f4,0.502781297,0.279095852,0.135362353,0.846538159,0.003409806,0.397961505,0.148050773
s67,f1,0.510073727,0.286676751,0.16454026,0.897268617,0.092810082,0.417529533,0.081284495
s67,f1,0.507732777,0.287308134,0.167729956,0.88887381,0.090247444,0.413209728,0.003480776
s67,f1,0.51094159,0.289384218,0.172872664,0.89261493,0.094675502,0.411395599,0.003488442
s67,f2,0.508494947,0.285132869,0.169212493,0.882938261,0.090013106,0.411272199,0.003472085
s67,f2,0.509869739,0.287624347,0.170793509,0.890742406,0.092485815,0.410614689,0.004708434
s67,f2,0.509563909,0.28918172,0.17123815,0.883644895,0.092227217,0.409466576,0.003474516
s67,f3,0.511708578,0.290660314,0.175801458,0.901495706,0.097295747,0.42143067,0.088761703
s67,f3,0.512015695,0.289471046,0.175924562,0.913931185,0.09371472,0.434048066,0.003530909
s67,f3,0.51094159,0.288892683,0.17278625,0.90158586,0.090899571,0.421599276,0.003505928
s67,f4,0.497479962,0.274007445,0.142587419,0.818485171,0.00453922,0.381211858,0.139219981
s67,f4,0.50022364,0.278204173,0.145264364,0.823822652,0.00337048,0.379690056,0.139680166
s67,f4,0.50177674,0.275160697,0.139805935,0.824564426,0.003373515,0.385891128,0.137490563
s68,f1,0.507073153,0.259343977,0.109536221,0.863207652,0.062611895,0.405960262,0.169280191
s68,f1,0.502228542,0.25553395,0.120983634,0.85239947,0.058706783,0.401840514,0.155548142
s68,f1,0.501325344,0.255585062,0.114818805,0.874240299,0.066178476,0.415945931,0.163278165
s68,f2,0.500573919,0.261139639,0.118185483,0.876078132,0.075185266,0.424263735,0.165662946
s68,f2,0.500273665,0.25645553,0.126932478,0.877919829,0.066410507,0.424603282,0.172441022
s68,f2,0.50298245,0.256019926,0.118067356,0.851717824,0.058689174,0.398439345,0.160525897
s68,f3,0.503586391,0.257123182,0.115660049,0.836524057,0.070849314,0.387127958,0.14364648
s68,f3,0.50681968,0.25802469,0.10689588,0.846368868,0.003403333,0.394751037,0.153063869
s68,f3,0.506262485,0.25553395,0.116123616,0.844424457,0.061945519,0.391135982,0.148614437
s68,f4,0.507123863,0.256943259,0.119899666,0.833934848,0.058180793,0.385004599,0.143545962
s68,f4,0.509818754,0.260800378,0.112241778,0.855388096,0.071575675,0.395066964,0.151677306
s68,f4,0.508088314,0.259007049,0.117267222,0.837277267,0.054519328,0.384812145,0.153447007
s69,f1,0.494157988,0.258308674,0.119397144,0.904927906,0.083684626,0.42715856,0.003493679
s69,f1,0.490907284,0.25175472,0.123464699,0.878973966,0.074840208,0.407179972,0.004651805
s69,f1,0.490514715,0.249598912,0.127747451,0.901135179,0.072926733,0.426475653,0.003483562
s69,f2,0.487677964,0.247857821,0.112635313,0.79461306,0.056698927,0.34614414,0.003295821
s69,f2,0.486119889,0.248851238,0.114052091,0.795646729,0.060078695,0.346767761,0.004453344
s69,f2,0.488458874,0.245882869,0.111458829,0.801796856,0.060235102,0.349657911,0.003304071
s69,f3,0.485391256,0.258257017,0.1266662,0.924779452,0.079491912,0.454435177,0.003531615
s69,f3,0.477925699,0.248826354,0.136941699,0.933046724,0.089734497,0.471894422,0.004794432
s69,f3,0.482873773,0.251553396,0.133067335,0.935943657,0.096404731,0.467713196,0.003552158
s69,f4,0.490416622,0.248254711,0.119039489,0.831270521,0.07805044,0.368137047,0.003357697
s69,f4,0.489975446,0.251729545,0.12645105,0.842316032,0.061538025,0.375874488,0.004561517
s69,f4,0.484712184,0.247041238,0.123612946,0.842821573,0.057983314,0.380298047,0.00337048
s70,f1,0.511452787,0.280635108,0.103632945,0.945066484,0.080895264,0.490612828,0.003593603
s70,f1,0.511043789,0.283087285,0.093275295,0.946579801,0.08363443,0.491152799,0.00486154
s70,f1,0.509360124,0.277481782,0.114417642,0.939788903,0.072056842,0.490269519,0.003587499
s70,f2,0.507682006,0.279319218,0.098588565,0.888340645,0.003484956,0.443303785,0.003484956
s70,f2,0.5090546,0.279570719,0.097763889,0.910009718,0.073829271,0.460611649,0.004765275
s70,f2,0.508494947,0.279934397,0.11842209,0.925797269,0.074474388,0.477113916,0.00355749
s70,f3,0.50930919,0.283512235,0.09359297,0.95284789,0.003609811,0.501525914,0.003609811
s70,f3,0.513554049,0.285189901,0.110228477,0.956858267,0.078787573,0.505554213,0.004897159
s70,f3,0.511862113,0.283994616,0.108750392,0.963194418,0.081863668,0.513092058,0.003636622
s70,f4,0.511350507,0.279040039,0.10320892,0.903210176,0.076382627,0.452938013,0.003513298
s70,f4,0.505149931,0.275491088,0.102858605,0.898076522,0.067178636,0.452168672,0.004731088
s70,f4,0.506414386,0.277343075,0.101652006,0.911102386,0.073784987,0.460611649,0.003524559
s71,f1,0.506363747,0.259837199,0.123798504,0.906648904,0.070137337,0.412095566,0.003491932
s71,f1,0.50479645,0.258748172,0.127262932,0.894491391,0.06326013,0.405879078,0.0046887
s71,f1,0.506616992,0.261479341,0.124319551,0.913291657,0.073409641,0.419580448,0.003506629
s71,f2,0.499573772,0.259655377,0.118493165,0.89484926,0.07805044,0.406813675,0.003467227
s71,f2,0.504745973,0.260071158,0.120187771,0.895654986,0.07817542,0.408648461,0.004692921
s71,f2,0.504998409,0.262895149,0.119743898,0.888518331,0.066390587,0.402001283,0.0034603
s71,f3,0.501927295,0.260305328,0.118813529,0.874240299,0.071869737,0.391449016,0.003433071
s71,f3,0.505807053,0.259084763,0.126869028,0.888518331,0.080419387,0.398519041,0.004674655
s71,f3,0.503989422,0.258257017,0.118611717,0.894312511,0.072657403,0.407505846,0.003470696
s71,f4,0.506262485,0.255380676,0.114143369,0.897178895,0.085648806,0.410655753,0.003476949
s71,f4,0.498376233,0.2513271,0.121225843,0.823493189,0.067131627,0.355013309,0.004516129
s71,f4,0.506211861,0.261976624,0.114131955,0.896551089,0.412714173,0.096375814,0.003476602
s72,f1,0.512886862,0.263869663,0.12215067,0.869097467,0.074907594,0.40510864,0.141606952
s72,f1,0.516954715,0.27138956,0.113233865,0.868141985,0.066178476,0.406122679,0.148629299
s72,f1,0.515457718,0.264054436,0.109306436,0.858215539,0.071747663,0.395145985,0.149898032
s72,f2,0.520065767,0.270333202,0.117725457,0.912926414,0.084720303,0.444813583,0.161217644
s72,f2,0.515354637,0.268608594,0.120488616,0.93220736,0.085554644,0.465147835,0.178905061
s72,f2,0.514170683,0.267723647,0.119230105,0.889674156,0.083567549,0.426859654,0.154772342
s72,f3,0.501375479,0.266441652,0.13190148,0.91411399,0.073711239,0.436878568,0.162610095
s72,f3,0.510226773,0.267723647,0.118268242,0.928300299,0.074377634,0.447400998,0.169195572
s72,f3,0.509156421,0.267857542,0.116460863,0.925056928,0.077119432,0.446685728,0.171907283
s72,f4,0.50763124,0.257226052,0.119277806,0.799554965,0.066796807,0.361425263,0.124568439
s72,f4,0.509665832,0.259292114,0.120259905,0.79811706,0.077327935,0.357972182,0.132059857
s72,f4,0.504241479,0.25466661,0.115302058,0.80484948,0.063927861,0.364036916,0.140310143
s73,f1,0.494108574,0.252586883,0.110747771,0.756691226,0.004378715,0.327587528,0.075328254
s73,f1,0.489779495,0.254488406,0.113517303,0.756615561,0.003240266,0.330284789,0.091666343
s73,f1,0.493565354,0.256994653,0.108511405,0.767743182,0.003259766,0.336014824,0.086526894
s73,f2,0.495295859,0.255329605,0.10905532,0.748562933,0.003232821,0.325758164,0.091446608
s73,f2,0.49544447,0.255099912,0.114497762,0.747665196,0.00322959,0.318446753,0.085725924
s73,f2,0.495246332,0.256250448,0.103467265,0.756161728,0.055810124,0.333404104,0.089941124
s73,f3,0.497579468,0.259655377,0.114841771,0.798675938,0.004484178,0.371056848,0.095703539
s73,f3,0.495543569,0.258696427,0.100560072,0.793184043,0.003306054,0.363745803,0.111525725
s73,f3,0.495048273,0.255099912,0.103002708,0.77841148,0.003279055,0.349972745,0.098057621
s73,f4,0.499823621,0.264900764,0.113574076,0.80275959,0.00332329,0.366264327,0.092125823
s73,f4,0.498675348,0.260435513,0.114189035,0.807671389,0.003341284,0.372655827,0.108143092
s73,f4,0.498775093,0.256994653,0.110814239,0.807106217,0.05726876,0.368173862,0.102930631
s74,f1,0.498027491,0.290398837,0.138844594,0.881262271,0.087667853,0.426945034,0.003466534
s74,f1,0.499423922,0.289934571,0.138055431,0.886122567,0.092310259,0.434873541,0.004699496
s74,f1,0.496535648,0.287710648,0.135755474,0.873628544,0.077684463,0.422823688,0.003451315
s74,f2,0.496535648,0.287912115,0.13765565,0.865974341,0.093275295,0.413292378,0.00343685
s74,f2,0.500974539,0.292292578,0.134875925,0.876779275,0.089734497,0.424051656,0.004676993
s74,f2,0.500273665,0.291446157,0.13532175,0.866667398,0.079970297,0.412838006,0.003440288
s74,f3,0.496386709,0.282974073,0.128657686,0.845776617,0.079032193,0.400636799,0.003399931
s74,f3,0.498824973,0.286476148,0.128092836,0.856415177,0.076973044,0.406244534,0.004620742
s74,f3,0.497330741,0.285960955,0.13883071,0.8663208,0.074698146,0.412590378,0.003435819
s74,f4,0.498675348,0.286275685,0.12634993,0.870489136,0.087125994,0.418030869,0.003445108
s74,f4,0.495642687,0.285703705,0.133988675,0.867361009,0.077397562,0.418114483,0.004646226
s74,f4,0.49519681,0.282634708,0.135132432,0.8651088,0.082290468,0.418030869,0.003435475
s75,f1,0.493861582,0.114268996,0.255406215,0.795487615,0.089617918,0.354339424,0.003302089
s75,f1,0.491447579,0.126640869,0.253726085,0.820944313,0.106735657,0.379120948,0.004522004
s75,f1,0.489094283,0.123181057,0.255840775,0.788123875,0.089251237,0.348331732,0.003288578
s75,f2,0.492086876,0.118979984,0.252233508,0.783174302,0.087065027,0.344831289,0.003280367
s75,f2,0.489338891,0.117196883,0.25273848,0.775691802,0.094231571,0.339527613,0.004415209
s75,f2,0.492185304,0.124133212,0.26150549,0.821601331,0.096568759,0.377531979,0.003348643
s75,f3,0.488800915,0.129950717,0.257020354,0.797478822,0.09158388,0.354871332,0.00330374
s75,f3,0.493219979,0.114979664,0.255099912,0.833851458,0.102335362,0.38243369,0.004546489
s75,f3,0.489045376,0.121663043,0.263922442,0.826628416,0.09487453,0.380907011,0.003354005
s75,f4,0.493219979,0.114979664,0.255099912,0.833851458,0.102335362,0.38243369,0.003364755
s75,f4,0.489045376,0.121663043,0.263922442,0.826628416,0.09487453,0.380907011,0.004532417
